station_name,date,entry_exit,tapcount
Aldgate,2023-05-31,Exit,308263
Aldgate,2023-06-30,Entry,271071
Aldgate,2023-06-30,Exit,313429
Aldgate,2023-07-31,Entry,208236
Aldgate,2023-07-31,Exit,240060
Aldgate East,2019-01-31,Entry,537428
Aldgate East,2019-01-31,Exit,526574
Aldgate East,2019-02-28,Entry,556106
Aldgate East,2019-02-28,Exit,532782
Aldgate East,2019-03-31,Entry,610570
Aldgate East,2019-03-31,Exit,588608
Aldgate East,2019-04-30,Entry,539039
Aldgate East,2019-04-30,Exit,516185
Aldgate East,2019-05-31,Entry,526751
Aldgate East,2019-05-31,Exit,504571
Aldgate East,2019-06-30,Entry,560602
Aldgate East,2019-06-30,Exit,537550
Aldgate East,2019-07-31,Entry,603195
Aldgate East,2019-07-31,Exit,585295
Aldgate East,2019-08-31,Entry,566436
Aldgate East,2019-08-31,Exit,543115
Aldgate East,2019-09-30,Entry,556488
Aldgate East,2019-09-30,Exit,538649
Aldgate East,2019-10-31,Entry,596075
Aldgate East,2019-10-31,Exit,571046
Aldgate East,2019-11-30,Entry,558430
Aldgate East,2019-11-30,Exit,542548
Aldgate East,2019-12-31,Entry,504590
Aldgate East,2019-12-31,Exit,486105
Aldgate East,2020-01-31,Entry,535728
Aldgate East,2020-01-31,Exit,522984
Aldgate East,2020-02-29,Entry,503421
Aldgate East,2020-02-29,Exit,491492
Aldgate East,2020-03-31,Entry,287357
Aldgate East,2020-03-31,Exit,277415
Aldgate East,2020-04-30,Entry,14876
Aldgate East,2020-04-30,Exit,14288
Aldgate East,2020-05-31,Entry,20552
Aldgate East,2020-05-31,Exit,19602
Aldgate East,2020-06-30,Entry,39115
Aldgate East,2020-06-30,Exit,36791
Aldgate East,2020-07-31,Entry,67657
Aldgate East,2020-07-31,Exit,64195
Aldgate East,2020-08-31,Entry,81660
Aldgate East,2020-08-31,Exit,78117
Aldgate East,2020-09-30,Entry,149172
Aldgate East,2020-09-30,Exit,141071
Aldgate East,2020-10-31,Entry,142054
Aldgate East,2020-10-31,Exit,135944
Aldgate East,2020-11-30,Entry,85204
Aldgate East,2020-11-30,Exit,81603
Aldgate East,2020-12-31,Entry,102036
Aldgate East,2020-12-31,Exit,102136
Aldgate East,2021-01-31,Entry,48747
Aldgate East,2021-01-31,Exit,52113
Aldgate East,2021-02-28,Entry,56531
Aldgate East,2021-02-28,Exit,60618
Aldgate East,2021-03-31,Entry,74373
Aldgate East,2021-03-31,Exit,79156
Aldgate East,2021-04-30,Entry,119060
Aldgate East,2021-04-30,Exit,127694
Aldgate East,2021-05-31,Entry,135347
Aldgate East,2021-05-31,Exit,147520
Aldgate East,2021-06-30,Entry,148974
Aldgate East,2021-06-30,Exit,161881
Aldgate East,2021-07-31,Entry,173206
Aldgate East,2021-07-31,Exit,164835
Aldgate East,2021-08-31,Entry,221160
Aldgate East,2021-08-31,Exit,220494
Aldgate East,2021-09-30,Entry,274657
Aldgate East,2021-09-30,Exit,255749
Aldgate East,2021-10-31,Entry,348247
Aldgate East,2021-10-31,Exit,327889
Aldgate East,2021-11-30,Entry,387873
Aldgate East,2021-11-30,Exit,360362
Aldgate East,2021-12-31,Entry,292810
Aldgate East,2021-12-31,Exit,266412
Aldgate East,2022-01-31,Entry,258927
Aldgate East,2022-01-31,Exit,247161
Aldgate East,2022-02-28,Entry,340527
Aldgate East,2022-02-28,Exit,324529
Aldgate East,2022-03-31,Entry,350214
Aldgate East,2022-03-31,Exit,345920
Aldgate East,2022-04-30,Entry,331324
Aldgate East,2022-04-30,Exit,323934
Aldgate East,2022-05-31,Entry,334670
Aldgate East,2022-05-31,Exit,315191
Aldgate East,2022-06-30,Entry,328995
Aldgate East,2022-06-30,Exit,299830
Aldgate East,2022-07-31,Entry,380115
Aldgate East,2022-07-31,Exit,355589
Aldgate East,2022-08-31,Entry,342039
Aldgate East,2022-08-31,Exit,318491
Aldgate East,2022-09-30,Entry,406399
Aldgate East,2022-09-30,Exit,382815
Aldgate East,2022-10-31,Entry,470478
Aldgate East,2022-10-31,Exit,440376
Aldgate East,2022-11-30,Entry,424358
Aldgate East,2022-11-30,Exit,399667
Aldgate East,2022-12-31,Entry,352934
Aldgate East,2022-12-31,Exit,330225
Aldgate East,2023-01-31,Entry,343477
Aldgate East,2023-01-31,Exit,322737
Aldgate East,2023-02-28,Entry,430835
Aldgate East,2023-02-28,Exit,413660
Aldgate East,2023-03-31,Entry,469729
Aldgate East,2023-03-31,Exit,446394
Aldgate East,2023-04-30,Entry,472285
Aldgate East,2023-04-30,Exit,448510
Aldgate East,2023-05-31,Entry,454721
Aldgate East,2023-05-31,Exit,430892
Aldgate East,2023-06-30,Entry,461683
Aldgate East,2023-06-30,Exit,443580
Aldgate East,2023-07-31,Entry,361905
Aldgate East,2023-07-31,Exit,342431
All Saints,2019-01-31,Entry,48015
All Saints,2019-01-31,Exit,43486
All Saints,2019-02-28,Entry,46629
All Saints,2019-02-28,Exit,41774
All Saints,2019-03-31,Entry,49222
All Saints,2019-03-31,Exit,43751
All Saints,2019-04-30,Entry,48230
All Saints,2019-04-30,Exit,42316
All Saints,2019-05-31,Entry,50246
All Saints,2019-05-31,Exit,44002
All Saints,2019-06-30,Entry,49565
All Saints,2019-06-30,Exit,44036
All Saints,2019-07-31,Entry,49141
All Saints,2019-07-31,Exit,43549
All Saints,2019-08-31,Entry,48582
All Saints,2019-08-31,Exit,42160
All Saints,2019-09-30,Entry,51005
All Saints,2019-09-30,Exit,44332
All Saints,2019-10-31,Entry,54639
All Saints,2019-10-31,Exit,47924
All Saints,2019-11-30,Entry,52742
All Saints,2019-11-30,Exit,46591
All Saints,2019-12-31,Entry,46676
All Saints,2019-12-31,Exit,41353
All Saints,2020-01-31,Entry,49796
All Saints,2020-01-31,Exit,44624
All Saints,2020-02-29,Entry,46740
All Saints,2020-02-29,Exit,41956
All Saints,2020-03-31,Entry,30559
All Saints,2020-03-31,Exit,27215
All Saints,2020-04-30,Entry,3880
All Saints,2020-04-30,Exit,3406
All Saints,2020-05-31,Entry,4852
All Saints,2020-05-31,Exit,3996
All Saints,2020-06-30,Entry,10602
All Saints,2020-06-30,Exit,8712
All Saints,2020-07-31,Entry,16813
All Saints,2020-07-31,Exit,13745
All Saints,2020-08-31,Entry,17514
All Saints,2020-08-31,Exit,14870
All Saints,2020-09-30,Entry,22331
All Saints,2020-09-30,Exit,19009
All Saints,2020-10-31,Entry,21393
All Saints,2020-10-31,Exit,18363
All Saints,2020-11-30,Entry,15002
All Saints,2020-11-30,Exit,13824
All Saints,2020-12-31,Entry,16798
All Saints,2020-12-31,Exit,17584
All Saints,2021-01-31,Entry,9041
All Saints,2021-01-31,Exit,10764
All Saints,2021-02-28,Entry,9506
All Saints,2021-02-28,Exit,11660
All Saints,2021-03-31,Entry,12889
All Saints,2021-03-31,Exit,16155
All Saints,2021-04-30,Entry,14011
All Saints,2021-04-30,Exit,19390
All Saints,2021-05-31,Entry,20750
All Saints,2021-05-31,Exit,27040
All Saints,2021-06-30,Entry,23433
All Saints,2021-06-30,Exit,29627
All Saints,2021-07-31,Entry,20638
All Saints,2021-07-31,Exit,18176
All Saints,2021-08-31,Entry,22407
All Saints,2021-08-31,Exit,19348
All Saints,2021-09-30,Entry,25886
All Saints,2021-09-30,Exit,22843
All Saints,2021-10-31,Entry,28425
All Saints,2021-10-31,Exit,24898
All Saints,2021-11-30,Entry,28236
All Saints,2021-11-30,Exit,24748
All Saints,2021-12-31,Entry,25153
All Saints,2021-12-31,Exit,21688
All Saints,2022-01-31,Entry,24397
All Saints,2022-01-31,Exit,21424
All Saints,2022-02-28,Entry,24760
All Saints,2022-02-28,Exit,21222
All Saints,2022-03-31,Entry,28722
All Saints,2022-03-31,Exit,24373
All Saints,2022-04-30,Entry,24834
All Saints,2022-04-30,Exit,21385
All Saints,2022-05-31,Entry,30774
All Saints,2022-05-31,Exit,26237
All Saints,2022-06-30,Entry,30026
All Saints,2022-06-30,Exit,25132
All Saints,2022-07-31,Entry,27986
All Saints,2022-07-31,Exit,24315
All Saints,2022-08-31,Entry,28267
All Saints,2022-08-31,Exit,24410
All Saints,2022-09-30,Entry,32110
All Saints,2022-09-30,Exit,27864
All Saints,2022-10-31,Entry,36534
All Saints,2022-10-31,Exit,31529
All Saints,2022-11-30,Entry,36405
All Saints,2022-11-30,Exit,32109
All Saints,2022-12-31,Entry,31748
All Saints,2022-12-31,Exit,28003
All Saints,2023-01-31,Entry,36144
All Saints,2023-01-31,Exit,31766
All Saints,2023-02-28,Entry,35465
All Saints,2023-02-28,Exit,31372
All Saints,2023-03-31,Entry,39047
All Saints,2023-03-31,Exit,34660
All Saints,2023-04-30,Entry,36957
All Saints,2023-04-30,Exit,32143
All Saints,2023-05-31,Entry,39432
All Saints,2023-05-31,Exit,35836
All Saints,2023-06-30,Entry,39217
All Saints,2023-06-30,Exit,35120
All Saints,2023-07-31,Entry,27292
All Saints,2023-07-31,Exit,24323
Alperton,2019-01-31,Entry,103887
Alperton,2019-01-31,Exit,114416
Alperton,2019-02-28,Entry,105529
Alperton,2019-02-28,Exit,114207
Alperton,2019-03-31,Entry,119718
Alperton,2019-03-31,Exit,129217
Alperton,2019-04-30,Entry,109836
Alperton,2019-04-30,Exit,117145
Alperton,2019-05-31,Entry,110629
Alperton,2019-05-31,Exit,120163
Alperton,2019-06-30,Entry,117472
Alperton,2019-06-30,Exit,126546
Alperton,2019-07-31,Entry,120052
Alperton,2019-07-31,Exit,129547
Alperton,2019-08-31,Entry,110670
Alperton,2019-08-31,Exit,117044
Alperton,2019-09-30,Entry,101469
Alperton,2019-09-30,Exit,109861
Alperton,2019-10-31,Entry,123221
Alperton,2019-10-31,Exit,135270
Alperton,2019-11-30,Entry,115811
Alperton,2019-11-30,Exit,126056
Alperton,2019-12-31,Entry,99033
Alperton,2019-12-31,Exit,105794
Alperton,2020-01-31,Entry,108249
Alperton,2020-01-31,Exit,117943
Alperton,2020-02-29,Entry,93460
Alperton,2020-02-29,Exit,99973
Alperton,2020-03-31,Entry,67662
Alperton,2020-03-31,Exit,72552
Alperton,2020-04-30,Entry,10329
Alperton,2020-04-30,Exit,10770
Alperton,2020-05-31,Entry,14865
Alperton,2020-05-31,Exit,15220
Alperton,2020-06-30,Entry,30044
Alperton,2020-06-30,Exit,30966
Alperton,2020-07-31,Entry,45589
Alperton,2020-07-31,Exit,46495
Alperton,2020-08-31,Entry,53461
Alperton,2020-08-31,Exit,54493
Alperton,2020-09-30,Entry,65910
Alperton,2020-09-30,Exit,67930
Alperton,2020-10-31,Entry,66689
Alperton,2020-10-31,Exit,69278
Alperton,2020-11-30,Entry,53901
Alperton,2020-11-30,Exit,57344
Alperton,2020-12-31,Entry,46472
Alperton,2020-12-31,Exit,50816
Alperton,2021-01-31,Entry,31625
Alperton,2021-01-31,Exit,35200
Alperton,2021-02-28,Entry,36243
Alperton,2021-02-28,Exit,38591
Alperton,2021-03-31,Entry,52615
Alperton,2021-03-31,Exit,57258
Alperton,2021-04-30,Entry,56878
Alperton,2021-04-30,Exit,62964
Alperton,2021-05-31,Entry,63116
Alperton,2021-05-31,Exit,69860
Alperton,2021-06-30,Entry,71119
Alperton,2021-06-30,Exit,80595
Alperton,2021-07-31,Entry,69667
Alperton,2021-07-31,Exit,72712
Alperton,2021-08-31,Entry,70814
Alperton,2021-08-31,Exit,74259
Alperton,2021-09-30,Entry,80378
Alperton,2021-09-30,Exit,83724
Alperton,2021-10-31,Entry,87300
Alperton,2021-10-31,Exit,91616
Alperton,2021-11-30,Entry,82044
Alperton,2021-11-30,Exit,87274
Alperton,2021-12-31,Entry,66400
Alperton,2021-12-31,Exit,70023
Alperton,2022-01-31,Entry,64179
Alperton,2022-01-31,Exit,69151
Alperton,2022-02-28,Entry,74026
Alperton,2022-02-28,Exit,77968
Alperton,2022-03-31,Entry,76256
Alperton,2022-03-31,Exit,81519
Alperton,2022-04-30,Entry,81605
Alperton,2022-04-30,Exit,85549
Alperton,2022-05-31,Entry,92811
Alperton,2022-05-31,Exit,96993
Alperton,2022-06-30,Entry,82799
Alperton,2022-06-30,Exit,88256
Alperton,2022-07-31,Entry,86277
Alperton,2022-07-31,Exit,90352
Alperton,2022-08-31,Entry,78435
Alperton,2022-08-31,Exit,82453
Alperton,2022-09-30,Entry,84595
Alperton,2022-09-30,Exit,84355
Alperton,2022-10-31,Entry,106576
Alperton,2022-10-31,Exit,112494
Alperton,2022-11-30,Entry,90869
Alperton,2022-11-30,Exit,95767
Alperton,2022-12-31,Entry,88251
Alperton,2022-12-31,Exit,92691
Alperton,2023-01-31,Entry,100620
Alperton,2023-01-31,Exit,106585
Alperton,2023-02-28,Entry,92969
Alperton,2023-02-28,Exit,94234
Alperton,2023-03-31,Entry,102129
Alperton,2023-03-31,Exit,109075
Alperton,2023-04-30,Entry,95093
Alperton,2023-04-30,Exit,98281
Alperton,2023-05-31,Entry,109972
Alperton,2023-05-31,Exit,115347
Alperton,2023-06-30,Entry,108275
Alperton,2023-06-30,Exit,112576
Alperton,2023-07-31,Entry,82563
Alperton,2023-07-31,Exit,87638
Amersham,2019-01-31,Entry,87942
Amersham,2019-01-31,Exit,85472
Amersham,2019-02-28,Entry,87459
Amersham,2019-02-28,Exit,83994
Amersham,2019-03-31,Entry,94095
Amersham,2019-03-31,Exit,90636
Amersham,2019-04-30,Entry,85857
Amersham,2019-04-30,Exit,81349
Amersham,2019-05-31,Entry,94510
Amersham,2019-05-31,Exit,89833
Amersham,2019-06-30,Entry,94986
Amersham,2019-06-30,Exit,89991
Amersham,2019-07-31,Entry,97618
Amersham,2019-07-31,Exit,92765
Amersham,2019-08-31,Entry,83375
Amersham,2019-08-31,Exit,79991
Amersham,2019-09-30,Entry,98962
Amersham,2019-09-30,Exit,94898
Amersham,2019-10-31,Entry,102667
Amersham,2019-10-31,Exit,98847
Amersham,2019-11-30,Entry,99761
Amersham,2019-11-30,Exit,96894
Amersham,2019-12-31,Entry,87314
Amersham,2019-12-31,Exit,83580
Amersham,2020-01-31,Entry,93991
Amersham,2020-01-31,Exit,90691
Amersham,2020-02-29,Entry,88976
Amersham,2020-02-29,Exit,84374
Amersham,2020-03-31,Entry,50718
Amersham,2020-03-31,Exit,49369
Amersham,2020-04-30,Entry,3359
Amersham,2020-04-30,Exit,3373
Amersham,2020-05-31,Entry,4517
Amersham,2020-05-31,Exit,4585
Amersham,2020-06-30,Entry,9965
Amersham,2020-06-30,Exit,9987
Amersham,2020-07-31,Entry,18744
Amersham,2020-07-31,Exit,18210
Amersham,2020-08-31,Entry,25210
Amersham,2020-08-31,Exit,23979
Amersham,2020-09-30,Entry,36374
Amersham,2020-09-30,Exit,35184
Amersham,2020-10-31,Entry,32954
Amersham,2020-10-31,Exit,31950
Amersham,2020-11-30,Entry,24082
Amersham,2020-11-30,Exit,24066
Amersham,2020-12-31,Entry,22602
Amersham,2020-12-31,Exit,24319
Amersham,2021-01-31,Entry,9720
Amersham,2021-01-31,Exit,10904
Amersham,2021-02-28,Entry,11319
Amersham,2021-02-28,Exit,13040
Amersham,2021-03-31,Entry,21819
Amersham,2021-03-31,Exit,25556
Amersham,2021-04-30,Entry,28548
Amersham,2021-04-30,Exit,34787
Amersham,2021-05-31,Entry,38031
Amersham,2021-05-31,Exit,47118
Amersham,2021-06-30,Entry,42575
Amersham,2021-06-30,Exit,53131
Amersham,2021-07-31,Entry,41619
Amersham,2021-07-31,Exit,40010
Amersham,2021-08-31,Entry,46966
Amersham,2021-08-31,Exit,43921
Amersham,2021-09-30,Entry,61609
Amersham,2021-09-30,Exit,59873
Amersham,2021-10-31,Entry,60817
Amersham,2021-10-31,Exit,57053
Amersham,2021-11-30,Entry,60791
Amersham,2021-11-30,Exit,58665
Amersham,2021-12-31,Entry,46611
Amersham,2021-12-31,Exit,44836
Amersham,2022-01-31,Entry,46114
Amersham,2022-01-31,Exit,43782
Amersham,2022-02-28,Entry,52515
Amersham,2022-02-28,Exit,50829
Amersham,2022-03-31,Entry,62650
Amersham,2022-03-31,Exit,60643
Amersham,2022-04-30,Entry,56535
Amersham,2022-04-30,Exit,54302
Amersham,2022-05-31,Entry,69555
Amersham,2022-05-31,Exit,67112
Amersham,2022-06-30,Entry,63406
Amersham,2022-06-30,Exit,60206
Amersham,2022-07-31,Entry,64002
Amersham,2022-07-31,Exit,62025
Amersham,2022-08-31,Entry,58771
Amersham,2022-08-31,Exit,55630
Amersham,2022-09-30,Entry,74238
Amersham,2022-09-30,Exit,71275
Amersham,2022-10-31,Entry,76589
Amersham,2022-10-31,Exit,73020
Amersham,2022-11-30,Entry,73901
Amersham,2022-11-30,Exit,70447
Amersham,2022-12-31,Entry,68482
Amersham,2022-12-31,Exit,63402
Amersham,2023-01-31,Entry,72256
Amersham,2023-01-31,Exit,68642
Amersham,2023-02-28,Entry,65252
Amersham,2023-02-28,Exit,63779
Amersham,2023-03-31,Entry,75369
Amersham,2023-03-31,Exit,73416
Amersham,2023-04-30,Entry,65844
Amersham,2023-04-30,Exit,63116
Amersham,2023-05-31,Entry,76405
Amersham,2023-05-31,Exit,72618
Amersham,2023-06-30,Entry,82331
Amersham,2023-06-30,Exit,78478
Amersham,2023-07-31,Entry,60461
Amersham,2023-07-31,Exit,56489
Anerley,2019-01-31,Entry,36495
Anerley,2019-01-31,Exit,32884
Anerley,2019-02-28,Entry,34793
Anerley,2019-02-28,Exit,30887
Anerley,2019-03-31,Entry,39689
Anerley,2019-03-31,Exit,35030
Anerley,2019-04-30,Entry,37716
Anerley,2019-04-30,Exit,33232
Anerley,2019-05-31,Entry,38380
Anerley,2019-05-31,Exit,34118
Anerley,2019-06-30,Entry,38421
Anerley,2019-06-30,Exit,33703
Anerley,2019-07-31,Entry,41102
Anerley,2019-07-31,Exit,36458
Anerley,2019-08-31,Entry,38198
Anerley,2019-08-31,Exit,33224
Anerley,2019-09-30,Entry,36295
Anerley,2019-09-30,Exit,31753
Anerley,2019-10-31,Entry,43305
Anerley,2019-10-31,Exit,38175
Anerley,2019-11-30,Entry,38448
Anerley,2019-11-30,Exit,33929
Anerley,2019-12-31,Entry,35005
Anerley,2019-12-31,Exit,30341
Anerley,2020-01-31,Entry,37815
Anerley,2020-01-31,Exit,33159
Anerley,2020-02-29,Entry,36911
Anerley,2020-02-29,Exit,32629
Anerley,2020-03-31,Entry,20832
Anerley,2020-03-31,Exit,18149
Anerley,2020-04-30,Entry,2016
Anerley,2020-04-30,Exit,1737
Anerley,2020-05-31,Entry,3234
Anerley,2020-05-31,Exit,2660
Anerley,2020-06-30,Entry,7293
Anerley,2020-06-30,Exit,6224
Anerley,2020-07-31,Entry,13078
Anerley,2020-07-31,Exit,11980
Anerley,2020-08-31,Entry,15684
Anerley,2020-08-31,Exit,14513
Anerley,2020-09-30,Entry,18921
Anerley,2020-09-30,Exit,17333
Anerley,2020-10-31,Entry,18857
Anerley,2020-10-31,Exit,17481
Anerley,2020-11-30,Entry,15186
Anerley,2020-11-30,Exit,14145
Anerley,2020-12-31,Entry,16621
Anerley,2020-12-31,Exit,16325
Anerley,2021-01-31,Entry,9300
Anerley,2021-01-31,Exit,10181
Anerley,2021-02-28,Entry,10338
Anerley,2021-02-28,Exit,12319
Anerley,2021-03-31,Entry,15963
Anerley,2021-03-31,Exit,18086
Anerley,2021-04-30,Entry,15795
Anerley,2021-04-30,Exit,19778
Anerley,2021-05-31,Entry,24527
Anerley,2021-05-31,Exit,27188
Anerley,2021-06-30,Entry,25468
Anerley,2021-06-30,Exit,29120
Anerley,2021-07-31,Entry,25018
Anerley,2021-07-31,Exit,21597
Anerley,2021-08-31,Entry,26134
Anerley,2021-08-31,Exit,22620
Anerley,2021-09-30,Entry,30117
Anerley,2021-09-30,Exit,24894
Anerley,2021-10-31,Entry,32403
Anerley,2021-10-31,Exit,29432
Anerley,2021-11-30,Entry,32932
Anerley,2021-11-30,Exit,29975
Anerley,2021-12-31,Entry,28913
Anerley,2021-12-31,Exit,25592
Anerley,2022-01-31,Entry,24946
Anerley,2022-01-31,Exit,21197
Anerley,2022-02-28,Entry,27449
Anerley,2022-02-28,Exit,23837
Anerley,2022-03-31,Entry,35600
Anerley,2022-03-31,Exit,32270
Anerley,2022-04-30,Entry,34203
Anerley,2022-04-30,Exit,29646
Anerley,2022-05-31,Entry,37004
Anerley,2022-05-31,Exit,33139
Anerley,2022-06-30,Entry,31004
Anerley,2022-06-30,Exit,26553
Anerley,2022-07-31,Entry,37603
Anerley,2022-07-31,Exit,29155
Anerley,2022-08-31,Entry,34791
Anerley,2022-08-31,Exit,29476
Anerley,2022-09-30,Entry,37036
Anerley,2022-09-30,Exit,31048
Anerley,2022-10-31,Entry,36115
Anerley,2022-10-31,Exit,29025
Anerley,2022-11-30,Entry,33535
Anerley,2022-11-30,Exit,28772
Anerley,2022-12-31,Entry,28556
Anerley,2022-12-31,Exit,22102
Anerley,2023-01-31,Entry,33378
Anerley,2023-01-31,Exit,28016
Anerley,2023-02-28,Entry,32855
Anerley,2023-02-28,Exit,27866
Anerley,2023-03-31,Entry,33296
Anerley,2023-03-31,Exit,28496
Anerley,2023-04-30,Entry,33846
Anerley,2023-04-30,Exit,28970
Anerley,2023-05-31,Entry,35856
Anerley,2023-05-31,Exit,30692
Anerley,2023-06-30,Entry,37940
Anerley,2023-06-30,Exit,30909
Anerley,2023-07-31,Entry,27867
Anerley,2023-07-31,Exit,22743
Angel,2019-01-31,Entry,711286
Angel,2019-01-31,Exit,751374
Angel,2019-02-28,Entry,683363
Angel,2019-02-28,Exit,706953
Angel,2019-03-31,Entry,751230
Angel,2019-03-31,Exit,777699
Angel,2019-04-30,Entry,659759
Angel,2019-04-30,Exit,685582
Angel,2019-05-31,Entry,694285
Angel,2019-05-31,Exit,723640
Angel,2019-06-30,Entry,663863
Angel,2019-06-30,Exit,687712
Angel,2019-07-31,Entry,652509
Angel,2019-07-31,Exit,665191
Angel,2019-08-31,Entry,601217
Angel,2019-08-31,Exit,624409
Angel,2019-09-30,Entry,665196
Angel,2019-09-30,Exit,689536
Angel,2019-10-31,Entry,778530
Angel,2019-10-31,Exit,810473
Angel,2019-11-30,Entry,756870
Angel,2019-11-30,Exit,779108
Angel,2019-12-31,Entry,622809
Angel,2019-12-31,Exit,641965
Angel,2020-01-31,Entry,734778
Angel,2020-01-31,Exit,759751
Angel,2020-02-29,Entry,676099
Angel,2020-02-29,Exit,710407
Angel,2020-03-31,Entry,353934
Angel,2020-03-31,Exit,363880
Angel,2020-04-30,Entry,18482
Angel,2020-04-30,Exit,19180
Angel,2020-05-31,Entry,27515
Angel,2020-05-31,Exit,28171
Angel,2020-06-30,Entry,58448
Angel,2020-06-30,Exit,57764
Angel,2020-07-31,Entry,117512
Angel,2020-07-31,Exit,117135
Angel,2020-08-31,Entry,159070
Angel,2020-08-31,Exit,162122
Angel,2020-09-30,Entry,212634
Angel,2020-09-30,Exit,217217
Angel,2020-10-31,Entry,241122
Angel,2020-10-31,Exit,245144
Angel,2020-11-30,Entry,150191
Angel,2020-11-30,Exit,153753
Angel,2020-12-31,Entry,167100
Angel,2020-12-31,Exit,179923
Angel,2021-01-31,Entry,79796
Angel,2021-01-31,Exit,87828
Angel,2021-02-28,Entry,89682
Angel,2021-02-28,Exit,99434
Angel,2021-03-31,Entry,143596
Angel,2021-03-31,Exit,161453
Angel,2021-04-30,Entry,177507
Angel,2021-04-30,Exit,202561
Angel,2021-05-31,Entry,254505
Angel,2021-05-31,Exit,295281
Angel,2021-06-30,Entry,283935
Angel,2021-06-30,Exit,333452
Angel,2021-07-31,Entry,289676
Angel,2021-07-31,Exit,300899
Angel,2021-08-31,Entry,295391
Angel,2021-08-31,Exit,307381
Angel,2021-09-30,Entry,381915
Angel,2021-09-30,Exit,396580
Angel,2021-10-31,Entry,451035
Angel,2021-10-31,Exit,476591
Angel,2021-11-30,Entry,455927
Angel,2021-11-30,Exit,481591
Angel,2021-12-31,Entry,336148
Angel,2021-12-31,Exit,353709
Angel,2022-01-31,Entry,267715
Angel,2022-01-31,Exit,281751
Angel,2022-02-28,Entry,278536
Angel,2022-02-28,Exit,292804
Angel,2022-03-31,Entry,307922
Angel,2022-03-31,Exit,323032
Angel,2022-04-30,Entry,257883
Angel,2022-04-30,Exit,274730
Angel,2022-05-31,Entry,341961
Angel,2022-05-31,Exit,360748
Angel,2022-06-30,Entry,333691
Angel,2022-06-30,Exit,353722
Angel,2022-07-31,Entry,339439
Angel,2022-07-31,Exit,363926
Angel,2022-08-31,Entry,326098
Angel,2022-08-31,Exit,345500
Angel,2022-09-30,Entry,440553
Angel,2022-09-30,Exit,469537
Angel,2022-10-31,Entry,540821
Angel,2022-10-31,Exit,574636
Angel,2022-11-30,Entry,506730
Angel,2022-11-30,Exit,547829
Angel,2022-12-31,Entry,440777
Angel,2022-12-31,Exit,473758
Angel,2023-01-31,Entry,498647
Angel,2023-01-31,Exit,527903
Angel,2023-02-28,Entry,489189
Angel,2023-02-28,Exit,523184
Angel,2023-03-31,Entry,524991
Angel,2023-03-31,Exit,558455
Angel,2023-04-30,Entry,483230
Angel,2023-04-30,Exit,519435
Angel,2023-05-31,Entry,495324
Angel,2023-05-31,Exit,526993
Angel,2023-06-30,Entry,482803
Angel,2023-06-30,Exit,510992
Angel,2023-07-31,Entry,353970
Angel,2023-07-31,Exit,380526
Archway,2019-01-31,Entry,356820
Archway,2019-01-31,Exit,344429
Archway,2019-02-28,Entry,357897
Archway,2019-02-28,Exit,339310
Archway,2019-03-31,Entry,402070
Archway,2019-03-31,Exit,377288
Archway,2019-04-30,Entry,362656
Archway,2019-04-30,Exit,343103
Archway,2019-05-31,Entry,380693
Archway,2019-05-31,Exit,355217
Archway,2019-06-30,Entry,374181
Archway,2019-06-30,Exit,351867
Archway,2019-07-31,Entry,371051
Archway,2019-07-31,Exit,354521
Archway,2019-08-31,Entry,332724
